---
Mammal:            human
Fs:                200
Integration_level: electrocardiogram

Channels:

    - type:   electrography
0.13 0.01 -0.04
0.15 0.03 -0.02
0.16 0.02 -0.04
0.17 0.02 -0.04
0.17 0.07 0.00
0.18 0.08 -0.00
0.19 0.07 -0.00
0.18 0.04 -0.03
0.18 0.04 -0.03
0.19 0.04 -0.03
0.19 0.07 -0.01
0.19 0.05 -0.03
0.19 0.08 0.00
0.21 0.09 0.00
0.20 0.09 0.00
0.21 0.11 0.01
0.21 0.10 0.00
0.22 0.10 0.00
0.22 0.11 0.01
0.22 0.11 0.01
0.23 0.11 0.01
0.23 0.09 -0.00
0.23 0.12 0.03
0.24 0.13 0.03
0.24 0.13 0.03
0.25 0.12 0.02
0.26 0.11 0.01
0.27 0.17 0.07
0.28 0.19 0.07
0.28 0.17 0.06
0.30 0.18 0.07
0.31 0.20 0.08
0.32 0.20 0.08
0.34 0.22 0.09
0.36 0.23 0.09
0.37 0.23 0.10
0.37 0.23 0.10
0.40 0.26 0.12
0.42 0.29 0.14
0.42 0.28 0.14
0.42 0.29 0.14
0.44 0.28 0.15
0.45 0.28 0.13
0.46 0.35 0.20
0.46 0.36 0.21
0.45 0.33 0.18
0.42 0.31 0.18
0.41 0.30 0.16
0.40 0.28 0.14
0.37 0.24 0.12
0.33 0.20 0.09
0.28 0.14 0.05
0.27 0.11 0.02
0.24 0.13 0.05
0.22 0.13 0.06
0.21 0.10 0.03
0.20 0.08 0.02
0.19 0.06 0.01
0.19 0.05 -0.01
0.19 0.04 -0.03
0.18 0.05 -0.01
0.18 0.05 -0.01
0.18 0.03 -0.03
0.18 0.03 -0.03
0.18 0.02 -0.03
0.17 0.02 -0.03
0.16 0.02 -0.04
0.16 0.01 -0.03
0.16 -0.00 -0.0
0.18 0.03 -0.02
0.17 0.02 -0.04
0.17 0.03 -0.02
0.17 0.03 -0.03
0.16 0.00 -0.05
0.16 -0.02 -0.0
0.15 -0.03 -0.0
0.16 0.05 0.00
0.16 0.05 -0.00
0.16 0.01 -0.04
0.17 0.01 -0.05
0.17 0.01 -0.05
0.17 0.01 -0.06
0.16 0.02 -0.02
0.16 0.03 -0.02
0.16 0.01 -0.04
0.16 -0.02 -0.0
0.15 -0.04 -0.0
0.16 0.02 -0.04
0.15 0.01 -0.04
0.15 0.01 -0.04
0.14 0.00 -0.05
0.14 -0.02 -0.0
0.14 -0.03 -0.0
0.15 -0.02 -0.0
0.16 0.01 -0.05
0.15 -0.01 -0.0
0.15 -0.01 -0.0
0.15 -0.01 -0.0
0.14 0.00 -0.06
0.13 -0.04 -0.0
0.13 -0.04 -0.0
0.15 -0.01 -0.0
0.14 -0.06 -0.1
0.13 -0.06 -0.1
0.14 -0.03 -0.1
0.15 -0.01 -0.0
0.14 -0.00 -0.0
0.13 -0.03 -0.0
0.13 -0.03 -0.0
0.13 -0.04 -0.1
0.13 -0.04 -0.1
0.15 -0.03 -0.1
0.15 -0.01 -0.0
0.16 0.01 -0.06
0.14 -0.01 -0.0
0.14 -0.02 -0.0
0.14 -0.03 -0.0
0.14 -0.05 -0.1
0.14 -0.02 -0.0
0.14 -0.01 -0.0
0.14 -0.02 -0.0
0.14 -0.03 -0.1
0.14 -0.04 -0.1
0.13 -0.03 -0.1
0.13 -0.04 -0.1
0.13 -0.03 -0.0
0.13 -0.03 -0.1
0.12 -0.04 -0.1
0.12 -0.05 -0.1
0.13 -0.06 -0.1
0.13 -0.06 -0.1
0.13 -0.04 -0.1
0.13 -0.04 -0.1
0.12 -0.05 -0.1
0.14 -0.04 -0.1
0.14 -0.04 -0.1
0.13 -0.04 -0.1
0.13 -0.05 -0.1
0.12 -0.07 -0.1
0.13 -0.05 -0.1
0.13 -0.05 -0.1
0.13 -0.02 -0.0
0.14 -0.03 -0.1
0.13 -0.04 -0.1
0.13 -0.05 -0.1
0.13 -0.05 -0.1
0.14 -0.02 -0.0
0.13 -0.04 -0.1
0.13 -0.04 -0.1
0.13 -0.06 -0.1
0.13 -0.02 -0.0
0.14 -0.02 -0.0
0.14 -0.04 -0.1
0.13 -0.06 -0.1
0.13 -0.04 -0.1
0.12 -0.02 -0.0
0.12 -0.04 -0.1
0.12 -0.05 -0.1
0.12 -0.07 -0.1
0.12 -0.09 -0.1
0.13 -0.05 -0.1
0.15 -0.01 -0.0
0.13 -0.01 -0.0
0.13 -0.03 -0.1
0.15 -0.02 -0.1
0.14 -0.04 -0.1
0.14 -0.03 -0.1
0.16 -0.02 -0.1
0.16 -0.02 -0.1
0.18 -0.02 -0.1
0.19 -0.00 -0.1
0.20 -0.01 -0.1
0.21 -0.01 -0.1
0.21 0.00 -0.13
0.21 0.01 -0.11
0.19 0.01 -0.09
0.17 -0.01 -0.1
0.14 -0.04 -0.1
0.13 -0.06 -0.1
0.12 -0.07 -0.1
0.11 -0.06 -0.1
0.11 -0.05 -0.1
0.11 -0.09 -0.1
0.10 -0.05 -0.1
0.10 -0.06 -0.1
0.09 -0.06 -0.1
0.10 -0.05 -0.1
0.10 -0.06 -0.1
0.10 -0.06 -0.1
0.11 -0.08 -0.1
0.09 -0.09 -0.1
0.10 -0.03 -0.0
0.11 -0.03 -0.1
0.12 -0.04 -0.1
0.11 -0.05 -0.1
0.11 -0.07 -0.1
0.11 -0.07 -0.1
0.10 -0.04 -0.1
0.08 0.00 -0.03
0.11 0.14 0.09
0.09 0.18 0.14
-0.02 0.22 0.20
-0.21 0.13 0.21
-0.37 -0.07 -0.
-0.43 -0.19 -0.
-0.60 -0.55 -0.
-0.72 -0.80 -0.
-0.73 -0.80 -0.
-0.71 -0.78 -0.
-0.63 -0.73 -0.
-0.49 -0.64 -0.
-0.33 -0.52 -0.
-0.24 -0.44 -0.
-0.13 -0.32 -0.
-0.04 -0.23 -0.
0.01 -0.20 -0.2
0.04 -0.17 -0.2
0.07 -0.12 -0.1
0.09 -0.09 -0.1
0.12 -0.07 -0.1
0.13 -0.06 -0.1
0.13 -0.07 -0.1
0.11 -0.06 -0.1
0.15 -0.03 -0.1
0.16 -0.04 -0.1
0.17 -0.04 -0.1
0.14 -0.05 -0.1
0.13 -0.06 -0.1
0.13 -0.06 -0.1
0.13 -0.02 -0.1
0.14 -0.01 -0.1
0.17 -0.00 -0.1
0.18 -0.00 -0.1
0.18 0.00 -0.15
0.18 -0.03 -0.1
0.17 -0.03 -0.1
0.16 -0.02 -0.1
0.14 -0.02 -0.0
0.13 -0.03 -0.1
0.15 -0.02 -0.1
0.15 -0.02 -0.1
0.16 -0.01 -0.1
0.17 -0.00 -0.1
0.18 0.00 -0.10
0.19 0.00 -0.10
0.19 0.00 -0.10
0.20 0.02 -0.09
0.21 0.03 -0.08
0.21 0.02 -0.09
0.21 0.01 -0.09
0.24 0.03 -0.08
0.25 0.04 -0.07
0.24 0.00 -0.10
0.23 0.00 -0.10
0.25 0.09 -0.02
0.27 0.10 -0.01
0.28 0.10 -0.01
0.29 0.10 -0.02
0.30 0.09 -0.03
0.30 0.08 -0.03
0.31 0.09 -0.03
0.33 0.11 -0.01
0.34 0.15 0.01
0.35 0.15 0.01
0.35 0.14 0.00
0.35 0.13 0.00
0.36 0.16 0.02
0.36 0.16 0.02
0.35 0.15 0.02
0.32 0.13 0.01
0.31 0.13 0.01
0.30 0.11 0.00
0.29 0.11 -0.00
0.27 0.09 -0.01
0.25 0.08 -0.02
0.24 0.09 -0.04
0.22 0.05 -0.05
0.20 0.00 -0.08
0.19 -0.02 -0.1
0.18 0.02 -0.07
0.17 0.01 -0.08
0.16 -0.01 -0.0
0.17 -0.02 -0.1
0.16 -0.01 -0.0
0.16 -0.01 -0.1
0.16 0.01 -0.07
0.15 -0.02 -0.0
0.17 -0.02 -0.1
0.17 -0.01 -0.0
0.16 0.00 -0.06
0.15 0.02 -0.05
0.15 -0.00 -0.0
0.17 0.01 -0.07
0.18 0.01 -0.07
0.16 0.00 -0.08
0.18 0.03 -0.06
0.17 0.02 -0.06
0.17 0.01 -0.06
0.16 0.01 -0.05
0.16 0.02 -0.05
0.16 -0.00 -0.0
0.17 0.00 -0.08
0.15 0.00 -0.06
0.14 0.01 -0.05
0.15 0.01 -0.06
0.15 -0.01 -0.0
0.15 -0.02 -0.1
0.15 -0.02 -0.1
0.15 -0.02 -0.1
0.14 0.01 -0.06
0.13 -0.02 -0.0
0.13 -0.03 -0.1
0.13 -0.04 -0.1
0.12 -0.04 -0.1
0.12 -0.04 -0.1
0.11 -0.05 -0.1
0.11 -0.05 -0.1
0.12 -0.08 -0.1
0.10 -0.08 -0.1
0.11 -0.03 -0.1
0.11 -0.02 -0.1
0.10 -0.01 -0.0
0.09 -0.05 -0.1
0.10 -0.06 -0.1
0.10 -0.05 -0.1
0.09 -0.06 -0.1
0.09 -0.05 -0.1
0.08 -0.07 -0.1
0.08 -0.07 -0.1
0.08 -0.06 -0.1
0.08 -0.06 -0.1
0.09 -0.07 -0.1
0.08 -0.07 -0.1
0.08 -0.07 -0.1
0.08 -0.07 -0.1
0.10 -0.04 -0.1
0.09 -0.06 -0.1
0.07 -0.09 -0.1
0.06 -0.10 -0.1
0.07 -0.05 -0.1
0.07 -0.05 -0.1
0.07 -0.06 -0.1
0.07 -0.08 -0.1
0.09 -0.07 -0.1
0.09 -0.06 -0.1
0.10 -0.03 -0.1
0.11 -0.00 -0.1
0.12 -0.01 -0.1
0.13 -0.02 -0.1
0.14 -0.02 -0.1
0.15 -0.00 -0.1
0.16 -0.00 -0.1
0.16 -0.01 -0.1
0.16 -0.01 -0.1
0.13 -0.02 -0.1
0.10 -0.04 -0.1
0.08 -0.05 -0.1
0.05 -0.07 -0.1
0.06 -0.10 -0.1
0.05 -0.10 -0.1
0.04 -0.10 -0.1
0.03 -0.09 -0.1
0.04 -0.08 -0.1
0.04 -0.09 -0.1
0.04 -0.09 -0.1
0.05 -0.09 -0.1
0.04 -0.10 -0.1
0.03 -0.12 -0.1
0.03 -0.12 -0.1
0.03 -0.13 -0.1
0.03 -0.11 -0.1
0.03 -0.10 -0.1
0.02 -0.10 -0.1
0.02 -0.08 -0.1
0.02 -0.07 -0.1
0.02 -0.08 -0.1
0.02 -0.09 -0.1
0.03 -0.11 -0.1
0.02 -0.12 -0.1
0.01 -0.09 -0.1
0.01 -0.09 -0.1
0.02 -0.06 -0.1
0.01 -0.04 -0.0
0.05 0.09 0.02
0.04 0.14 0.08
-0.05 0.19 0.15
-0.25 0.11 0.16
-0.43 -0.08 -0.
-0.50 -0.19 -0.
-0.65 -0.50 -0.
-0.80 -0.76 -0.
-0.86 -0.83 -0.
-0.84 -0.84 -0.
-0.75 -0.85 -0.
-0.60 -0.74 -0.
-0.45 -0.60 -0.
-0.37 -0.50 -0.
-0.21 -0.33 -0.
-0.11 -0.23 -0.
-0.05 -0.21 -0.
-0.02 -0.17 -0.
0.02 -0.11 -0.1
0.03 -0.08 -0.1
0.05 -0.09 -0.1
0.06 -0.06 -0.1
0.07 -0.07 -0.1
0.10 -0.06 -0.1
0.08 -0.08 -0.1
0.07 -0.09 -0.1
0.07 -0.10 -0.1
0.11 -0.10 -0.2
0.07 -0.05 -0.1
0.07 -0.01 -0.1
0.09 0.00 -0.10
0.09 0.00 -0.10
0.10 0.00 -0.10
0.11 0.00 -0.11
0.12 0.00 -0.12
0.09 -0.02 -0.1
0.12 0.00 -0.12
0.13 0.00 -0.12
0.15 0.01 -0.11
0.14 0.01 -0.09
0.13 0.01 -0.09
0.13 0.02 -0.08
0.15 0.03 -0.07
0.17 0.04 -0.06
0.18 0.03 -0.08
0.14 0.02 -0.08
0.15 0.05 -0.07
0.16 0.05 -0.05
0.21 0.05 -0.07
0.20 0.07 -0.05
0.19 0.09 -0.03
0.20 0.09 -0.04
0.21 0.10 -0.01
0.22 0.11 0.00
0.22 0.13 0.01
0.24 0.13 0.00
0.25 0.12 0.00
0.25 0.12 0.00
0.27 0.13 0.00
0.29 0.15 0.02
0.30 0.16 0.03
0.31 0.17 0.03
0.33 0.18 0.03
0.34 0.19 0.05
0.34 0.20 0.05
0.34 0.20 0.05
0.35 0.20 0.06
0.34 0.18 0.02
0.35 0.18 0.01
0.35 0.18 0.01
0.34 0.17 0.01
0.33 0.17 0.01
0.32 0.18 -0.00
0.31 0.17 -0.02
0.30 0.16 -0.03
0.29 0.14 -0.06
0.28 0.10 -0.10
0.27 0.08 -0.12
0.25 0.09 -0.10
0.22 0.05 -0.12
0.19 0.04 -0.09
0.17 0.02 -0.09
0.15 0.00 -0.08
0.16 0.02 -0.07
0.11 -0.05 -0.1
0.10 -0.03 -0.0
0.10 0.00 -0.04
0.09 0.00 -0.04
0.07 -0.01 -0.0
0.07 -0.04 -0.0
0.07 -0.07 -0.0
0.07 -0.00 -0.0
0.06 0.00 -0.03
0.07 -0.01 -0.0
0.07 -0.02 -0.0
0.07 -0.03 -0.0
0.06 -0.04 -0.0
0.06 -0.05 -0.0
0.06 -0.05 -0.0
0.06 -0.05 -0.0
0.06 -0.03 -0.0
0.06 -0.03 -0.0
0.06 -0.04 -0.0
0.05 -0.04 -0.0
0.05 -0.04 -0.0
0.05 -0.04 -0.0
0.05 -0.05 -0.0
0.06 -0.05 -0.0
0.04 -0.06 -0.0
0.04 -0.03 -0.0
0.06 0.12 0.09
0.03 0.21 0.19
-0.13 0.20 0.21
-0.24 0.12 0.17
-0.42 -0.07 0.0
-0.59 -0.34 -0.
-0.76 -0.62 -0.
-0.83 -0.72 -0.
-0.84 -0.77 -0.
-0.76 -0.76 -0.
-0.62 -0.68 -0.
-0.56 -0.64 -0.
-0.41 -0.53 -0.
-0.26 -0.38 -0.
-0.15 -0.27 -0.
-0.11 -0.23 -0.
-0.05 -0.15 -0.
0.00 -0.09 -0.1
0.02 -0.07 -0.1
0.03 -0.06 -0.1
0.04 -0.05 -0.1
0.05 -0.03 -0.0
0.07 -0.02 -0.0
0.07 -0.02 -0.0
0.06 -0.03 -0.0
0.07 -0.02 -0.0
0.08 -0.02 -0.0
0.08 -0.02 -0.0
0.09 -0.01 -0.0
0.09 0.00 -0.06
0.10 0.00 -0.07
0.10 0.01 -0.06
0.10 0.01 -0.06
0.10 0.01 -0.05
0.11 0.01 -0.05
0.12 0.01 -0.05
0.13 0.02 -0.05
0.13 0.03 -0.05
0.13 0.01 -0.05
0.13 0.01 -0.05
0.15 0.01 -0.05
0.17 0.02 -0.06
0.17 0.07 -0.01
0.18 0.07 -0.01
0.19 0.07 -0.02
0.20 0.06 -0.03
0.21 0.10 0.01
0.21 0.11 0.02
0.22 0.11 0.02
0.23 0.15 0.06
0.25 0.15 0.06
0.26 0.15 0.05
0.28 0.15 0.04
0.29 0.21 0.10
0.31 0.23 0.12
0.33 0.23 0.12
0.34 0.24 0.12
0.36 0.24 0.11
0.38 0.25 0.13
0.38 0.26 0.13
0.40 0.30 0.16
0.41 0.32 0.19
0.40 0.31 0.18
0.40 0.32 0.18
0.39 0.30 0.17
0.36 0.26 0.14
0.33 0.26 0.14
0.32 0.24 0.13
0.28 0.21 0.11
0.24 0.18 0.09
0.22 0.15 0.07
0.21 0.13 0.06
0.18 0.09 0.02
0.14 0.04 -0.01
0.13 0.01 -0.02
0.13 0.01 -0.02
0.13 0.02 -0.05
0.12 -0.01 -0.0
0.11 0.06 0.01
0.11 0.07 0.02
0.12 0.06 0.01
0.12 0.02 -0.02
0.12 0.01 -0.02
0.12 0.03 -0.01
0.12 0.05 0.01
0.12 0.05 0.01
0.12 0.04 -0.00
0.12 0.03 -0.01
0.11 0.05 0.00
0.11 0.04 0.00
0.11 0.01 -0.04
0.11 0.02 -0.02
0.11 0.04 -0.01
0.10 0.03 -0.00
0.10 0.03 -0.01
0.10 0.04 0.00
0.10 0.04 -0.01
0.11 0.04 -0.01
0.10 0.03 -0.01
0.09 0.02 -0.02
0.09 0.02 -0.03
0.10 0.02 -0.04
0.11 0.04 -0.03
0.13 0.06 -0.03
0.11 0.05 -0.02
0.07 0.00 -0.02
0.07 -0.00 -0.0
0.08 0.00 -0.04
0.10 0.04 -0.04
0.11 0.06 -0.03
0.07 0.01 -0.03
0.05 -0.00 -0.0
0.04 -0.03 -0.0
0.06 -0.02 -0.0
0.05 -0.00 -0.0
0.05 -0.01 -0.0
0.06 -0.01 -0.0
0.07 0.02 -0.03
0.07 0.02 -0.05
0.06 -0.01 -0.0
0.06 -0.02 -0.0
0.06 0.00 -0.05
0.06 0.02 -0.03
0.06 0.03 -0.02
0.05 0.03 -0.01
0.05 0.01 -0.04
0.05 0.00 -0.05
0.05 0.00 -0.05
0.05 0.02 -0.03
0.05 0.02 -0.03
0.04 0.01 -0.04
0.05 0.02 -0.03
0.05 0.04 -0.01
0.05 0.04 -0.00
0.04 0.03 -0.02
0.04 0.02 -0.03
0.03 0.02 -0.02
0.04 0.01 -0.04
0.03 0.01 -0.03
0.03 0.01 -0.03
0.03 0.02 -0.03
0.03 0.02 -0.02
0.03 0.03 -0.03
0.04 0.03 -0.02
0.03 0.02 -0.03
0.03 0.02 -0.04
0.03 0.02 -0.03
0.03 0.02 -0.03
0.03 0.01 -0.04
0.02 0.01 -0.04
0.02 0.01 -0.04
0.02 0.01 -0.04
0.02 0.00 -0.04
0.03 0.02 -0.03
0.03 0.01 -0.04
0.03 0.00 -0.05
0.02 -0.00 -0.0
0.03 0.03 -0.02
0.03 0.03 -0.02
0.03 0.02 -0.03
0.02 0.02 -0.03
0.02 0.00 -0.03
0.02 0.01 -0.04
0.02 0.01 -0.03
0.02 0.02 -0.02
0.01 0.01 -0.03
0.01 0.01 -0.03
0.01 0.01 -0.04
0.01 0.02 -0.03
0.02 0.02 -0.02
0.01 0.02 -0.02
0.01 0.01 -0.03
0.00 0.01 -0.03
0.01 0.02 -0.03
0.01 0.02 -0.02
0.01 0.02 -0.02
0.00 0.01 -0.02
-0.01 0.00 -0.0
0.00 0.01 -0.02
0.00 0.01 -0.03
0.01 0.01 -0.05
0.02 0.00 -0.08
0.03 0.01 -0.09
0.03 0.02 -0.09
0.04 0.03 -0.09
0.07 0.06 -0.08
0.08 0.07 -0.06
0.06 0.06 -0.06
0.03 0.04 -0.04
-0.01 0.02 -0.0
-0.05 0.00 -0.0
-0.06 0.00 -0.0
-0.06 -0.01 -0.
-0.07 -0.03 -0.
-0.07 0.02 -0.0
-0.07 0.02 -0.0
-0.07 0.03 0.00
-0.08 0.03 -0.0
-0.09 0.02 -0.0
-0.09 0.02 -0.0
-0.09 0.03 -0.0
-0.10 0.02 -0.0
-0.10 0.03 0.00
-0.10 0.03 0.00
-0.11 0.04 -0.0
-0.12 0.02 -0.0
-0.13 0.02 -0.0
-0.13 0.07 0.03
-0.10 0.17 0.13
-0.13 0.27 0.24
-0.28 0.25 0.26
-0.39 0.19 0.21
-0.56 0.04 0.11
-0.73 -0.21 -0.
-0.90 -0.50 -0.
-0.98 -0.62 -0.
-1.04 -0.71 -0.
-0.99 -0.71 -0.
-0.88 -0.62 -0.
-0.81 -0.57 -0.
-0.65 -0.45 -0.
-0.50 -0.30 -0.
-0.39 -0.18 -0.
-0.34 -0.13 -0.
-0.28 -0.05 -0.
-0.23 -0.01 -0.
-0.21 0.03 -0.0
-0.21 0.04 -0.0
-0.20 0.06 -0.0
-0.19 0.08 -0.0
-0.19 0.09 -0.0
-0.20 0.09 -0.0
-0.20 0.09 -0.0
-0.20 0.09 -0.0
-0.21 0.10 -0.0
-0.21 0.10 -0.0
-0.21 0.09 -0.0
-0.21 0.09 -0.0
-0.21 0.10 -0.0
-0.21 0.10 -0.0
-0.21 0.08 -0.0
-0.21 0.14 0.02
-0.20 0.15 0.02
-0.20 0.14 0.02
-0.20 0.14 0.01
-0.20 0.14 0.01
-0.20 0.14 0.01
-0.20 0.14 0.01
-0.20 0.15 0.02
-0.19 0.16 0.02
-0.18 0.16 0.03
-0.18 0.16 0.03
-0.18 0.17 0.03
-0.18 0.17 0.04
-0.17 0.18 0.04
-0.17 0.18 0.04
-0.17 0.18 0.05
-0.16 0.19 0.06
-0.15 0.20 0.06
-0.14 0.21 0.07
-0.13 0.22 0.08
-0.13 0.21 0.08
-0.12 0.23 0.09
-0.10 0.24 0.10
-0.09 0.26 0.12
-0.09 0.26 0.12
-0.07 0.27 0.12
-0.07 0.26 0.12
-0.05 0.26 0.12
-0.04 0.28 0.14
-0.03 0.30 0.15
-0.03 0.30 0.15
-0.03 0.29 0.14
-0.02 0.31 0.16
-0.01 0.32 0.17
-0.01 0.32 0.17
-0.01 0.30 0.16
-0.03 0.30 0.15
-0.05 0.29 0.17
-0.06 0.28 0.17
-0.09 0.26 0.16
-0.10 0.26 0.15
-0.13 0.24 0.15
-0.15 0.23 0.14
-0.18 0.21 0.13
-0.20 0.19 0.12
-0.21 0.18 0.11
-0.21 0.18 0.11
-0.23 0.15 0.11
-0.24 0.15 0.10
-0.25 0.14 0.10
-0.24 0.14 0.11
-0.24 0.15 0.11
-0.26 0.14 0.11
-0.25 0.14 0.11
-0.26 0.14 0.11
-0.25 0.15 0.12
-0.26 0.15 0.11
-0.25 0.15 0.12
-0.26 0.15 0.12
-0.26 0.15 0.12
-0.24 0.16 0.13
-0.25 0.15 0.13
-0.25 0.16 0.13
-0.23 0.17 0.14
-0.23 0.17 0.14
-0.23 0.18 0.14
-0.20 0.20 0.14
-0.14 0.26 0.14
-0.11 0.29 0.14
-0.19 0.21 0.15
-0.23 0.17 0.15
-0.28 0.12 0.14
-0.32 0.08 0.14
-0.35 0.06 0.14
-0.34 0.07 0.14
-0.31 0.09 0.14
-0.29 0.11 0.14
-0.29 0.11 0.13
-0.29 0.12 0.13
-0.27 0.13 0.13
-0.27 0.13 0.13
-0.28 0.13 0.14
-0.28 0.12 0.14
-0.28 0.11 0.14
-0.28 0.13 0.14
-0.27 0.13 0.15
-0.27 0.13 0.14
-0.28 0.12 0.13
-0.28 0.12 0.13
-0.28 0.11 0.13
-0.28 0.11 0.13
-0.29 0.11 0.13
-0.28 0.12 0.13
-0.29 0.11 0.13
-0.29 0.12 0.14
-0.24 0.16 0.14
-0.21 0.19 0.14
-0.26 0.14 0.14
-0.30 0.10 0.14
-0.33 0.07 0.14
-0.29 0.11 0.14
-0.26 0.14 0.14
-0.28 0.11 0.14
-0.32 0.07 0.13
-0.31 0.08 0.14
-0.30 0.10 0.14
-0.30 0.09 0.14
-0.29 0.09 0.14
-0.28 0.11 0.14
-0.27 0.12 0.14
-0.26 0.12 0.13
-0.24 0.15 0.12
-0.24 0.14 0.09
-0.25 0.12 0.08
-0.23 0.14 0.09
-0.21 0.16 0.09
-0.20 0.17 0.10
-0.22 0.15 0.11
-0.23 0.14 0.12
-0.21 0.18 0.15
-0.18 0.21 0.17
-0.23 0.16 0.16
-0.26 0.13 0.15
-0.28 0.10 0.15
-0.29 0.11 0.15
-0.32 0.07 0.16
-0.34 0.04 0.16
-0.38 0.01 0.15
-0.37 0.02 0.14
-0.32 0.07 0.15
-0.31 0.08 0.16
-0.30 0.10 0.16
-0.30 0.09 0.15
-0.30 0.08 0.14
-0.31 0.08 0.14
-0.29 0.10 0.15
-0.26 0.12 0.15
-0.30 0.08 0.15
-0.31 0.07 0.14
-0.33 0.06 0.13
-0.31 0.08 0.13
-0.30 0.09 0.14
-0.31 0.07 0.14
-0.32 0.06 0.13
-0.31 0.08 0.13
-0.30 0.08 0.13
-0.31 0.09 0.14
-0.32 0.13 0.20
-0.31 0.23 0.30
-0.30 0.33 0.41
-0.42 0.35 0.44
-0.69 0.22 0.39
-0.88 0.04 0.26
-1.07 -0.30 0.0
-1.14 -0.42 -0.
-1.22 -0.58 -0.
-1.23 -0.62 -0.
-1.09 -0.60 -0.
-1.03 -0.58 -0.
-0.88 -0.49 -0.
-0.72 -0.37 -0.
-0.57 -0.23 0.0
-0.52 -0.18 0.0
-0.40 -0.06 0.0
-0.27 0.06 0.08
-0.20 0.13 0.11
-0.19 0.14 0.12
-0.26 0.08 0.12
-0.32 0.03 0.13
-0.31 0.03 0.13
-0.29 0.05 0.14
-0.25 0.09 0.15
-0.23 0.11 0.14
-0.22 0.12 0.15
-0.23 0.13 0.15
-0.21 0.13 0.15
-0.21 0.14 0.16
-0.21 0.14 0.16
-0.20 0.14 0.16
-0.20 0.15 0.16
-0.19 0.16 0.15
-0.18 0.17 0.17
-0.17 0.17 0.18
-0.17 0.17 0.17
-0.17 0.18 0.17
-0.17 0.18 0.17
-0.16 0.18 0.18
-0.16 0.18 0.18
-0.15 0.19 0.19
-0.14 0.20 0.19
-0.14 0.19 0.19
-0.12 0.21 0.19
-0.13 0.20 0.20
-0.12 0.21 0.21
-0.12 0.21 0.21
-0.10 0.22 0.21
-0.09 0.22 0.21
-0.08 0.23 0.21
-0.09 0.22 0.22
-0.07 0.25 0.23
-0.05 0.26 0.23
-0.04 0.26 0.24
-0.04 0.26 0.24
-0.03 0.27 0.25
-0.01 0.28 0.24
0.01 0.30 0.26
0.02 0.32 0.27
0.04 0.33 0.28
0.04 0.32 0.28
0.05 0.32 0.27
0.05 0.33 0.28
0.07 0.34 0.28
0.07 0.35 0.29
0.08 0.35 0.29
0.07 0.35 0.29
0.05 0.33 0.28
0.05 0.33 0.29
0.03 0.32 0.29
0.01 0.31 0.28
-0.02 0.29 0.26
-0.05 0.26 0.24
-0.07 0.24 0.23
-0.09 0.23 0.23
-0.10 0.22 0.23
-0.12 0.21 0.22
-0.15 0.19 0.20
-0.16 0.18 0.20
-0.16 0.17 0.20
-0.13 0.20 0.19
-0.14 0.19 0.20
-0.11 0.22 0.19
-0.03 0.30 0.19
-0.09 0.24 0.19
-0.01 0.31 0.19
-0.05 0.27 0.19
-0.18 0.14 0.18
-0.27 0.05 0.17
-0.23 0.10 0.18
-0.24 0.08 0.18
-0.31 0.01 0.18
-0.30 0.02 0.18
-0.24 0.08 0.18
-0.23 0.09 0.18
-0.21 0.11 0.18
-0.20 0.12 0.18
-0.20 0.13 0.19
-0.20 0.12 0.19
-0.19 0.14 0.19
-0.20 0.13 0.20
-0.19 0.13 0.20
-0.20 0.13 0.20
-0.20 0.12 0.19
-0.20 0.12 0.19
-0.20 0.12 0.20
-0.20 0.13 0.20
-0.20 0.11 0.19
-0.21 0.10 0.18
-0.21 0.10 0.18
-0.21 0.10 0.18
-0.21 0.11 0.19
-0.21 0.11 0.20
-0.21 0.12 0.20
-0.21 0.12 0.20
-0.20 0.12 0.19
-0.20 0.13 0.19
-0.20 0.12 0.19
-0.19 0.13 0.19
-0.18 0.14 0.18
-0.20 0.11 0.17
-0.14 0.17 0.18
-0.10 0.21 0.19
-0.18 0.12 0.16
-0.25 0.04 0.17
-0.25 0.05 0.18
-0.19 0.11 0.17
-0.11 0.18 0.16
-0.09 0.19 0.16
-0.24 0.04 0.13
-0.27 0.02 0.12
-0.21 0.07 0.12
-0.16 0.11 0.12
-0.14 0.13 0.12
-0.14 0.14 0.13
-0.15 0.14 0.16
-0.17 0.12 0.17
-0.19 0.11 0.18
-0.20 0.11 0.19
-0.22 0.09 0.19
-0.21 0.09 0.19
-0.21 0.09 0.19
-0.22 0.09 0.18
-0.22 0.07 0.17
-0.21 0.07 0.17
-0.18 0.13 0.18
-0.15 0.15 0.19
-0.20 0.10 0.19
-0.23 0.06 0.18
-0.24 0.05 0.18
-0.21 0.08 0.17
-0.16 0.13 0.17
-0.14 0.15 0.18
-0.25 0.04 0.18
-0.28 0.02 0.17
-0.26 0.05 0.19
-0.24 0.07 0.18
-0.23 0.07 0.17
-0.23 0.07 0.17
-0.22 0.06 0.17
-0.20 0.10 0.18
-0.18 0.12 0.17
-0.18 0.11 0.17
-0.24 0.05 0.16
-0.26 0.06 0.18
-0.13 0.24 0.27
-0.10 0.32 0.33
-0.07 0.40 0.42
-0.51 0.16 0.44
-0.72 0.00 0.30
-0.78 -0.06 0.2
-0.90 -0.30 -0.
